Modelo,Features,Acurácia,Acurácia (%)
Modelo 1 (Pétalas),"petal_length, petal_width",0.9333333333333333,93.33333333333333
Modelo 2 (Todas Features),"sepal_length, sepal_width, petal_length, petal_width",0.9333333333333333,93.33333333333333
